word,tfidf
весь,2.1817948665042812
куплет,1.1297440163529369
хотеть,1.115859663572839
сердце,1.0563061375120395
любить,1.0254872965870596
чами,0.9414104155530356
глаз,0.9351627097399775
осень,0.9340751082831347
припев,0.8822676300641029
остаться,0.8403934147672664
это,0.8339508413223208
идти,0.7757603751274808
ночь,0.7686226069938177
мочь,0.7671646522320357
знать,0.7475558947111252
свой,0.7396789595460813
окно,0.727564617589056
нужный,0.712355238694143
твой,0.7075925596831188
выход,0.6966061416358174
наш,0.6684794429358641
свет,0.664738315610861
троллейбус,0.6291850597186356
день,0.6206675197067208
сказать,0.611747928173028
время,0.6103663652689395
дверь,0.6018955724900794
песня,0.5878303784972128
искать,0.5792608589700139
год,0.5755000783220943
танцуй,0.5634830144539745
посмотреть,0.5617605327690669
пойти,0.5608908806801686
навсегда,0.5525636816834316
пожелать,0.5520058263979793
кровь,0.5517431019940593
ждать,0.5489825820518315
мама,0.5452438973722419
стук,0.5271834109976485
который,0.5147877761334291
жевать,0.5097286037990423
говорить,0.5039483951401524
звезда,0.4944078909872128
любовь,0.49311458800232444
небо,0.4923634274610695
простить,0.4884493488778691
кино,0.48286114706055694
стоить,0.4799009409247912
рука,0.471469689785478
ответ,0.4689548977662963
уйти,0.468881994507255
бить,0.462215058293049
орбита,0.45875574341913805
сахар,0.45875574341913805
отдать,0.45489328079051594
привет,0.4543307429313481
час,0.44967280727722114
солнце,0.4478236540111835
электрический,0.44531704690450363
чужой,0.44371325410060475
лес,0.4436144221820076
верить,0.4425316303756631
лишь,0.44117087743643296
попасть,0.43975196880624934
плыть,0.4353317743416013
слово,0.42965439504919734
поймать,0.42820582524833006
замереть,0.42662488677408844
остановиться,0.42662488677408844
жизнь,0.42503006933760223
скоро,0.4249142166608759
темный,0.41849931238252447
каждый,0.4181007548856715
гарри,0.41679638005735814
удача,0.4140043697984845
прочь,0.412168005708762
мария,0.40348720865285154
сад,0.40337568554600434
море,0.40218431624478723
вокруг,0.4002788413664333
человек,0.39937896946659684
вспоминать,0.3971600392246216
лето,0.39374691939155937
цвет,0.3928597422040826
спать,0.39038432383487576
дом,0.38811337182427674
господь,0.3878982499093415
утро,0.38781350252120517
найти,0.38419558406571724
вода,0.38350753586021574
жить,0.381816544535273
вечно,0.3804944979102051
плакать,0.37872725437329235
машина,0.378511575374914
против,0.3775347376778103
рыбак,0.3767142034312514
слышать,0.37426108885693743
киш,0.37181258788870214
дождь,0.3717824588114194
квартира,0.36805782165197387
черный,0.36570124841488333
крик,0.3622456194428709
помнить,0.36155259249172106
молния,0.35814836210119144
поздно,0.3566521937584298
берег,0.34939295952631344
семья,0.34909380306833315
домой,0.348456309338632
надежда,0.3480705455958244
сон,0.34551286093355055
сплин,0.3435290275626084
восток,0.34319185075561937
рукав,0.34009582079285944
увидеть,0.33809591559385477
видеть,0.3379963990294452
старый,0.33669146730614813
врать,0.3361171135781097
прийти,0.3349510843801794
хотя,0.33440115226377287
словно,0.3300774977101559
молчать,0.3292089784928349
рядом,0.32677381211071027
кончиться,0.32427103483482184
ромашка,0.3220658512162118
поле,0.32024238614099476
девочка,0.31888511811451514
большой,0.3187044548812473
лампочка,0.3185349798691
песок,0.31823501344968486
гореть,0.3172517197546386
правда,0.3169672462223281
тихо,0.3163893870056164
сила,0.31451761521326604
нога,0.31436884174093616
падать,0.3142675237141027
забывать,0.3125972850430186
парень,0.3114276789472718
упасть,0.3099850277902845
друг,0.30980901525657395
стремиться,0.309505636263812
дорога,0.30795161787667513
сеть,0.30639200562244556
ходить,0.30626409135664295
думать,0.3055395322245519
сойти,0.30323298818095723
должный,0.3019459588781955
счастливый,0.29242871312150626
ток,0.29152380460272975
земля,0.2909225789080309
лампа,0.2878041861108855
душа,0.2835885078739025
пытаться,0.2819108469946765
волна,0.28174150722698726
бежать,0.28174150722698726
меньше,0.28154308897022756
пока,0.2811980237510431
больной,0.28062902564450815
место,0.279695105588772
раздаться,0.2782021209158343
трава,0.2760029131989897
давно,0.2750451484303517
вряд,0.27367891189453114
голосить,0.27168421458215314
лицо,0.27168421458215314
гнать,0.27168421458215314
сзади,0.27168421458215314
мгла,0.27168421458215314
земфира,0.2706275120268829
деньга,0.2704334316083824
мчаться,0.2686112715758936
ручей,0.2686112715758936
пройти,0.26836522944647684
смотреть,0.26681836034813405
стена,0.26174453038395484
снег,0.26174453038395484
стать,0.25994739245152604
повезти,0.2565227149887606
сжигать,0.25482798389528
сгореть,0.25482798389528
выдержать,0.25482798389528
менять,0.25482798389528
мост,0.25482798389528
метель,0.2536629986068034
лужа,0.25355551770107215
провод,0.25231637632031134
вечер,0.251333571965045
узнать,0.25114280228750097
апрель,0.25009803756448734
огонь,0.2498625253012656
голова,0.24981805482277758
звать,0.24953887961109927
танцевать,0.24947997059097604
ухо,0.24905266707611678
слишком,0.24721850108896087
телефон,0.24674987587453598
тень,0.24446297322379065
казаться,0.24422467443893456
работа,0.24376961174508738
нету,0.24320327612611636
устать,0.24307853534306373
принести,0.24202541132760255
хэй,0.24202541132760255
спасать,0.2415493884121588
целовать,0.2415493884121588
веер,0.2415493884121588
плеер,0.2415493884121588
догонять,0.2415493884121588
дискотека,0.2415493884121588
мешать,0.23818339027244073
зло,0.23555832347740405
лесной,0.23555832347740405
несколько,0.23448204841119558
метро,0.23411834319141317
тяжело,0.23367595601667507
бошентумай,0.23272920204555544
ддт,0.2326354202635914
вместо,0.22688719374952143
тишина,0.22669659554901436
голос,0.22635841919906052
бредить,0.2253932057815898
ключ,0.22472482956234158
взгляд,0.2215262361258606
воздух,0.22083759869678532
вместе,0.21949911559814383
вновь,0.21900886009177037
весна,0.2178310292093514
сидеть,0.21495080643388315
облако,0.21384967436207802
вернуться,0.2135659420296444
рад,0.2111796580209429
странный,0.21087336439905943
порог,0.21087336439905943
обернуться,0.21087336439905943
мир,0.20946699616216868
самый,0.20908527304790736
группа,0.20700218489924224
лежать,0.20613037600656228
понять,0.20537381630110535
ненавидеть,0.2038914415196169
братец,0.20168784277300217
мчать,0.20066347081865582
значить,0.20056716715784595
кресло,0.20054770457540277
улыбаться,0.1997501806703414
конец,0.19953724590158484
чай,0.19776051144241785
план,0.19665706482956627
газ,0.19665706482956627
туман,0.19611442090595177
брат,0.19486066436416144
окошко,0.19340325460233698
сквозь,0.19276616641933186
любой,0.19188818312416064
покой,0.19184876362493286
рассвет,0.19124089041515713
миг,0.18936727429573652
вчера,0.18908879258882688
вставать,0.18876736883890516
сумасшедший,0.18876736883890516
плохо,0.18876736883890516
приют,0.18876736883890516
процент,0.18876736883890516
муравейник,0.18876736883890516
каков,0.18876736883890516
данный,0.18876736883890516
огромный,0.18759564231862783
грудь,0.18759366007432215
радость,0.18609285215373458
закрыть,0.1853653098650715
тепло,0.1853653098650715
платить,0.18501764654491096
рот,0.18389172639389717
никто,0.18339065674146127
бред,0.18277462998169977
спеть,0.18225527300791458
застынуть,0.18141023706470083
выключать,0.1811576520294622
висеть,0.1811317553577912
мотоцикл,0.18112280972143546
сосед,0.1807168139802548
площадь,0.18060713745412196
сверкать,0.17907418105059572
холм,0.17907418105059572
дурак,0.17907418105059572
видно,0.17907418105059572
безумец,0.17907418105059572
сельский,0.17907418105059572
карман,0.1781620797007501
лед,0.17784704627219883
дальний,0.1767197787046934
пожалуйста,0.1765767675648193
альп,0.1765767675648193
пить,0.17603290598029642
просто,0.17512556720427558
победа,0.1746062102304904
высокий,0.1746062102304904
вписать,0.17415153540895434
тетрадь,0.17415153540895434
повернуть,0.17415153540895434
метрополитен,0.17415153540895434
полететь,0.17415153540895434
чей,0.17415153540895434
камень,0.17282094916109664
умереть,0.17265174705070124
дым,0.1699269286880472
фонарь,0.1698862591237811
тихий,0.16840471331489862
войско,0.1667320250429916
туча,0.1667320250429916
рассеять,0.1667320250429916
открыться,0.1667320250429916
привести,0.1667320250429916
садиться,0.1667320250429916
тоска,0.1667320250429916
серый,0.1667320250429916
уснуть,0.1665650212935592
растаять,0.16484287440418446
холодный,0.16460269452368254
вперед,0.16295981989977398
новый,0.16287246452779425
рай,0.16287246452779425
разрушить,0.16235444924664755
птица,0.16226667648757123
разлетаться,0.16226667648757123
главный,0.16226667648757123
напомнить,0.16226667648757123
лишить,0.16226667648757123
банк,0.16213551741741092
камбэк,0.1610329256081059
мальчишка,0.1610329256081059
теплый,0.1602794613226293
дело,0.15908002710464564
взять,0.15786043746251432
черт,0.15703888231826937
четко,0.15703888231826937
народ,0.15703888231826937
проходить,0.15703888231826937
злато,0.15703888231826937
сделать,0.15703888231826937
пята,0.15703888231826937
отнять,0.15703888231826937
разбой,0.15703888231826937
правый,0.15703888231826937
скупец,0.15703888231826937
богатый,0.15703888231826937
банда,0.15703888231826937
серебро,0.15703888231826937
причинять,0.15703888231826937
простой,0.15703888231826937
шкура,0.15703888231826937
беречься,0.15703888231826937
попадись,0.15703888231826937
сохранить,0.15703888231826937
зерно,0.1557839706777834
сильный,0.1557839706777834
ничто,0.15515929996373662
тонко,0.15515929996373662
лихой,0.15515929996373662
осенний,0.15515929996373662
громко,0.15515929996373662
проснуться,0.1537577520950436
война,0.15332443738147172
враг,0.14984108826747183
почему,0.14975658864203628
очень,0.14970695365560444
улица,0.14964606872606667
следующий,0.14843901563483455
манить,0.14843901563483455
прожить,0.14843901563483455
назад,0.14792629791751638
полок,0.14621435656075313
хлопнуть,0.14621435656075313
романс,0.14621435656075313
страшнее,0.14621435656075313
строка,0.14621435656075313
бокал,0.14621435656075313
ствол,0.14621435656075313
веселие,0.14621435656075313
дрогнуть,0.14621435656075313
кабинет,0.14621435656075313
телефонный,0.14621435656075313
календарь,0.14621435656075313
вагон,0.14621435656075313
трубка,0.14621435656075313
обманчив,0.14621435656075313
разгар,0.14621435656075313
спустя,0.14621435656075313
патрон,0.14621435656075313
вино,0.14621435656075313
звук,0.14621435656075313
глубина,0.14621435656075313
гудок,0.14621435656075313
поезд,0.1457670155488594
вокзал,0.14424930570512665
долгий,0.14263794175045993
кофе,0.14225165214150198
встать,0.14173029039737772
письмо,0.14145180869046808
сколько,0.1394824031022317
вес,0.13917970018595732
плечо,0.13862025354022078
магнитофон,0.13845586825537579
порядковый,0.13800145659949484
бой,0.13800145659949484
номер,0.13800145659949484
сниться,0.13679599151336727
стекло,0.13679599151336727
длинный,0.1355207850955002
туда,0.1351525019234545
открыть,0.13472306665977868
войти,0.13472306665977868
дать,0.13472306665977868
наверно,0.13449573621761718
расстроить,0.13449573621761718
навеки,0.13449573621761718
помешать,0.13449573621761718
ненавистный,0.13449573621761718
край,0.13449573621761718
нравиться,0.13449573621761718
ощутить,0.13449573621761718
счастие,0.13449573621761718
обрести,0.13449573621761718
счас,0.13449573621761718
смерть,0.13449573621761718
подносить,0.13449573621761718
увезти,0.13449573621761718
отдаться,0.13449573621761718
сажать,0.13449573621761718
обьятие,0.13449573621761718
вездесущий,0.13449573621761718
белье,0.1320468815659033
глядеть,0.13174451460512288
бог,0.13094343495305172
корабль,0.1291412662552333
рефрен,0.12741399194764
точно,0.12741399194764
накурить,0.12741399194764
маленький,0.12741399194764
пропасть,0.1268314993034017
пролаять,0.1268314993034017
сыграй,0.1268314993034017
сорвать,0.1268314993034017
отогреть,0.1268314993034017
натощак,0.1268314993034017
нос,0.1268314993034017
петля,0.1268314993034017
поесть,0.1268314993034017
нелегкий,0.1268314993034017
наливать,0.1268314993034017
пустить,0.1268314993034017
поклониться,0.1268314993034017
получить,0.1268314993034017
такт,0.1268314993034017
начало,0.1268314993034017
созрей,0.1268314993034017
крыло,0.1268314993034017
финал,0.1268314993034017
заря,0.1268314993034017
дожить,0.1268314993034017
затерянный,0.1268314993034017
свеча,0.1268314993034017
играй,0.1268314993034017
луна,0.1268314993034017
тянуться,0.1268314993034017
вещь,0.1268314993034017
короновать,0.1268314993034017
выпьем,0.1268314993034017
колея,0.1268314993034017
вьюга,0.1268314993034017
след,0.1268314993034017
горло,0.1268314993034017
замечать,0.12557140114375048
плита,0.12557140114375048
коснуться,0.12557140114375048
лодка,0.12557140114375048
неподвижный,0.12557140114375048
замер,0.12557140114375048
сын,0.12557140114375048
кот,0.12557140114375048
комната,0.12557140114375048
лечь,0.12557140114375048
стул,0.12557140114375048
пар,0.12557140114375048
озеро,0.12557140114375048
удочка,0.12557140114375048
разинуть,0.12557140114375048
дно,0.12557140114375048
сторона,0.12557140114375048
прыжок,0.12557140114375048
толкнуть,0.12557140114375048
белый,0.12557140114375048
весло,0.12557140114375048
поплыть,0.12557140114375048
делать,0.12557140114375048
муха,0.12557140114375048
статуя,0.12557140114375048
наугад,0.12557140114375048
дочь,0.12557140114375048
дремать,0.12557140114375048
стоять,0.12557140114375048
люлька,0.12557140114375048
жена,0.12557140114375048
тонуть,0.12333834468134958
потухнуть,0.12211233721946728
рыболов,0.12211233721946728
крепко,0.12211233721946728
чаек,0.12211233721946728
обнимет,0.12211233721946728
прилипнуть,0.12211233721946728
бронза,0.12211233721946728
слышно,0.12211233721946728
чуять,0.12211233721946728
послушно,0.12211233721946728
влипнуть,0.12211233721946728
инструментальны,0.12211233721946728
леска,0.12211233721946728
джинсы,0.12211233721946728
набрать,0.12211233721946728
закопать,0.12211233721946728
закинуть,0.12211233721946728
сестра,0.12101270566380128
набери,0.12101270566380128
ветер,0.11941166338584827
выходить,0.11787062732813944
писать,0.11772889670780184
предлагать,0.11636460102277772
хороший,0.11636460102277772
убежать,0.11636460102277772
санузел,0.11636460102277772
последний,0.11636460102277772
труба,0.11636460102277772
пол,0.11636460102277772
горячий,0.11636460102277772
бошетунмать,0.11636460102277772
мозг,0.11636460102277772
подсобный,0.11636460102277772
учиться,0.11636460102277772
кирпичный,0.11636460102277772
зона,0.11636460102277772
опасный,0.11636460102277772
паркет,0.11636460102277772
жизненный,0.11636460102277772
радиоточка,0.11636460102277772
спецшкола,0.11636460102277772
немногие,0.11636460102277772
пятнадцать,0.11636460102277772
необычный,0.11636460102277772
раздельный,0.11636460102277772
центр,0.11636460102277772
первый,0.11636460102277772
помещение,0.11636460102277772
гудеть,0.11610102360596956
синий,0.11610102360596956
таять,0.11610102360596956
пулемет,0.11610102360596956
самолет,0.11610102360596956
постель,0.11610102360596956
ночной,0.11579770247455086
ехать,0.11439728358520646
рисовать,0.11411035340036794
альбом,0.11411035340036794
глотка,0.1126966028907949
смешаться,0.1126966028907949
ловить,0.1126966028907949
перевернуть,0.1126966028907949
мысль,0.1126966028907949
рим,0.1126966028907949
ковш,0.1126966028907949
третий,0.1126966028907949
глоток,0.1126966028907949
меряя,0.1126966028907949
гори,0.1126966028907949
тосковать,0.1126966028907949
изучать,0.1126966028907949
ритм,0.1126966028907949
виски,0.1126966028907949
ворота,0.1126966028907949
путь,0.11252077359786972
петь,0.11236842497631727
зверь,0.1107631180629303
пустовать,0.1107631180629303
волк,0.1107631180629303
рычание,0.1107631180629303
толк,0.1107631180629303
шаг,0.11029550012272869
стол,0.10824635125019327
тысяча,0.10748772095353457
немного,0.10720923924662493
далекий,0.10618108183318088
нож,0.10597424274568251
выдать,0.10543668219952972
пальто,0.10543668219952972
послышаться,0.10543668219952972
подождать,0.10543668219952972
шарф,0.10543668219952972
грохот,0.10543668219952972
пора,0.10543668219952972
перчатка,0.10543668219952972
прощать,0.10543668219952972
шепчут,0.10543668219952972
струна,0.10543668219952972
гвоздь,0.10543668219952972
проводник,0.10543668219952972
колесо,0.10543668219952972
отшельник,0.10419909501433954
волшебный,0.10419909501433954
встретить,0.10419909501433954
давить,0.10419909501433954
проушина,0.10419909501433954
англия,0.10419909501433954
шея,0.10419909501433954
воля,0.10419909501433954
вира,0.10419909501433954
нормально,0.10419909501433954
наглый,0.10419909501433954
выкачивать,0.10419909501433954
болт,0.10419909501433954
качели,0.10419909501433954
проплешина,0.10419909501433954
приятель,0.10419909501433954
сплошной,0.10419909501433954
окружать,0.10419909501433954
спятить,0.10419909501433954
глухой,0.10419909501433954
прилетать,0.10419909501433954
надеяться,0.10419909501433954
скорый,0.10419909501433954
волшебник,0.10419909501433954
почувствуй,0.10419909501433954
болото,0.10419909501433954
остальной,0.10419909501433954
поттер,0.10419909501433954
биткоина,0.10419909501433954
низкий,0.10419909501433954
дружище,0.10419909501433954
двинуть,0.10419909501433954
майня,0.10419909501433954
злой,0.10419909501433954
парнас,0.10419909501433954
повести,0.10419909501433954
ошейник,0.10419909501433954
передать,0.10419909501433954
плаха,0.10419909501433954
магл,0.10419909501433954
рожа,0.10419909501433954
майна,0.10419909501433954
палка,0.10419909501433954
нерушимый,0.10419909501433954
задвинув,0.10419909501433954
нефть,0.10419909501433954
братия,0.10419909501433954
захватить,0.10419909501433954
покидать,0.10419909501433954
торчать,0.10419909501433954
поклон,0.10419909501433954
согласно,0.10419909501433954
кома,0.10194572075980846
голый,0.10194572075980846
ставить,0.09956017646920073
бридж,0.09460640360335194
помрет,0.09438368441945258
лезть,0.09438368441945258
справляться,0.09438368441945258
помереть,0.09438368441945258
сломать,0.09438368441945258
зажить,0.09438368441945258
свадьба,0.09438368441945258
лапка,0.09438368441945258
будущее,0.09438368441945258
счет,0.09438368441945258
начинаться,0.09438368441945258
прошлое,0.09438368441945258
сюда,0.09438368441945258
лень,0.09438368441945258
ерунда,0.09438368441945258
вести,0.09438368441945258
проехать,0.09056140486071773
кровавый,0.09056140486071773
зажечь,0.09056140486071773
звучать,0.09056140486071773
заметить,0.09056140486071773
прибыть,0.09056140486071773
чесать,0.09056140486071773
натворить,0.09056140486071773
сбить,0.09056140486071773
уезжать,0.09056140486071773
спальня,0.09056140486071773
прямо,0.09056140486071773
кровать,0.09056140486071773
ужасный,0.09056140486071773
злиться,0.09056140486071773
город,0.08979684064289481
седой,0.08953709052529786
медленно,0.08953709052529786
грохотать,0.08953709052529786
выдумать,0.08953709052529786
гром,0.08953709052529786
люд,0.08953709052529786
кричать,0.08953709052529786
молнию,0.08953709052529786
ссора,0.08953709052529786
бегать,0.08953709052529786
сумка,0.08953709052529786
лохматый,0.08953709052529786
чудить,0.08953709052529786
герой,0.08953709052529786
хотеться,0.08953709052529786
рассказов,0.08828838378240965
сладкий,0.08828838378240965
апельсин,0.08828838378240965
вслух,0.08828838378240965
парус,0.08828838378240965
умирать,0.08828838378240965
взорвать,0.08828838378240965
живить,0.08828838378240965
двое,0.08828838378240965
убить,0.08828838378240965
хватить,0.08828838378240965
музыка,0.08828838378240965
сразу,0.08828838378240965
прийтись,0.08828838378240965
гуашь,0.08558276505027596
рана,0.0833660125214958
капля,0.0833660125214958
счесть,0.0833660125214958
нелегки,0.0833660125214958
мороз,0.0833660125214958
родиться,0.0833660125214958
тронуть,0.0833660125214958
тело,0.0833660125214958
верность,0.08113333824378562
даль,0.08113333824378562
нева,0.08113333824378562
атмосфера,0.08113333824378562
воскресение,0.08113333824378562
жечь,0.08113333824378562
печаль,0.08113333824378562
черед,0.08106775870870546
звонить,0.08106775870870546
ресторан,0.08106775870870546
запить,0.08106775870870546
угол,0.08106775870870546
тюльпан,0.08106775870870546
сломаться,0.08106775870870546
точный,0.08106775870870546
забыть,0.08106775870870546
жаркий,0.08106775870870546
кран,0.08106775870870546
масло,0.08106775870870546
весело,0.08106775870870546
едим,0.08106775870870546
четвертый,0.08106775870870546
вниз,0.08106775870870546
сухо,0.08106775870870546
бутерброд,0.08106775870870546
побежать,0.08106775870870546
пятый,0.08106775870870546
погода,0.08106775870870546
работать,0.08106775870870546
послать,0.08106775870870546
радио,0.08106775870870546
вообщем,0.08106775870870546
вполне,0.08106775870870546
одеться,0.08106775870870546
бояться,0.08106775870870546
сотый,0.08106775870870546
стакан,0.08106775870870546
телевизор,0.08106775870870546
дерьмо,0.08106775870870546
стройка,0.08106775870870546
цветок,0.08067513710920086
садовник,0.08067513710920086
касса,0.08051646280405295
книжка,0.08051646280405295
камбэки,0.08051646280405295
кидать,0.08051646280405295
шашка,0.08051646280405295
стая,0.08051646280405295
интерлюдия,0.08051646280405295
компашка,0.08051646280405295
хей,0.08051646280405295
взрывайте,0.08051646280405295
лететь,0.08051646280405295
читать,0.08051646280405295
фишка,0.08051646280405295
многоэтажка,0.08051646280405295
дурной,0.08051646280405295
нелепый,0.08051646280405295
закон,0.07851944115913469
свобода,0.07851944115913469
глушь,0.07851944115913469
головорез,0.07851944115913469
грабеж,0.07851944115913469
волосатый,0.07851944115913469
бес,0.07851944115913469
общий,0.07851944115913469
иметь,0.07851944115913469
охотиться,0.07851944115913469
интерес,0.07851944115913469
сосна,0.07851944115913469
мужик,0.07851944115913469
рыскать,0.07851944115913469
обрез,0.07851944115913469
разборка,0.07851944115913469
разрезать,0.0778919853388917
разломать,0.0778919853388917
палец,0.0778919853388917
разбитый,0.0778919853388917
хлеб,0.0778919853388917
плоть,0.0778919853388917
подходить,0.0778919853388917
сталь,0.0778919853388917
вышибить,0.0778919853388917
выше,0.0778919853388917
важный,0.0778919853388917
кулак,0.0778919853388917
терзать,0.0778919853388917
иначе,0.0778919853388917
сжать,0.0778919853388917
надвое,0.0778919853388917
медленный,0.0778919853388917
лоб,0.0778919853388917
просить,0.0778919853388917
крепость,0.0778919853388917
жила,0.0778919853388917
внутрь,0.0778919853388917
кисть,0.0778919853388917
удар,0.0778919853388917
уметь,0.0778919853388917
случиться,0.07757964998186831
собрать,0.07757964998186831
тесто,0.07757964998186831
ящик,0.07757964998186831
могила,0.07757964998186831
кругом,0.07757964998186831
живой,0.07757964998186831
губа,0.07757964998186831
дождливый,0.07757964998186831
брызги,0.07757964998186831
лиза,0.07757964998186831
век,0.07757964998186831
вера,0.07757964998186831
награда,0.07757964998186831
доползти,0.07757964998186831
промокнуть,0.07757964998186831
продолжение,0.07757964998186831
представить,0.07757964998186831
месить,0.07757964998186831
приснилась,0.07757964998186831
препятствие,0.07757964998186831
осторожно,0.07757964998186831
привычный,0.07757964998186831
вираж,0.07757964998186831
господи,0.07757964998186831
род,0.07757964998186831
качество,0.07757964998186831
парад,0.07757964998186831
анна,0.07757964998186831
исчезнуть,0.07757964998186831
опасность,0.07757964998186831
подниматься,0.07757964998186831
плясать,0.07757964998186831
карниз,0.07757964998186831
поворот,0.07757964998186831
кон,0.07757964998186831
беда,0.07757964998186831
одеть,0.07757964998186831
вилы,0.07757964998186831
одинокий,0.07421950781741728
тайна,0.07421950781741728
право,0.07421950781741728
всерьез,0.07421950781741728
встреча,0.07421950781741728
пепел,0.07421950781741728
хранить,0.07421950781741728
папироса,0.07421950781741728
хрипеть,0.07421950781741728
согреть,0.07421950781741728
кухня,0.07421950781741728
известный,0.07421950781741728
завтра,0.07421950781741728
кафе,0.07421950781741728
отпечаток,0.06900072829974742
ослепительный,0.06900072829974742
плед,0.06900072829974742
сапог,0.06900072829974742
клетчатый,0.06900072829974742
цена,0.06900072829974742
солнечный,0.06900072829974742
курок,0.06900072829974742
звездный,0.06900072829974742
пыль,0.06900072829974742
нажать,0.06900072829974742
мягкий,0.06900072829974742
вовремя,0.06900072829974742
вздох,0.06370699597382
зарядить,0.06370699597382
нервный,0.06370699597382
внутри,0.06370699597382
страшный,0.06370699597382
крид,0.05805051180298478
тоннель,0.05805051180298478
проводы,0.05805051180298478
похмелие,0.05805051180298478
расстаться,0.05805051180298478
исчезая,0.05805051180298478
егор,0.05805051180298478
знакомый,0.05719864179260323
заржаветь,0.05719864179260323
доля,0.05719864179260323
дышать,0.05719864179260323
кабина,0.05719864179260323
слева,0.05719864179260323
мотор,0.05719864179260323
помочь,0.05719864179260323
потолок,0.05719864179260323
сесть,0.05719864179260323
показаться,0.05719864179260323
гадать,0.05719864179260323
прок,0.05719864179260323
секунда,0.05719864179260323
седьмой,0.05719864179260323
брод,0.05719864179260323
шофер,0.05719864179260323
двор,0.05705517670018397
годами,0.05705517670018397
журнал,0.05705517670018397
сдуть,0.05634830144539745
бутылка,0.05634830144539745
магнит,0.05634830144539745
интересный,0.05634830144539745
интересней,0.05634830144539745
принять,0.05634830144539745
микстура,0.05634830144539745
принимать,0.05634830144539745
станция,0.05634830144539745
босиком,0.05634830144539745
притянуть,0.05634830144539745
странно,0.05634830144539745
тесно,0.05634830144539745
оказаться,0.05634830144539745
цивилизация,0.05634830144539745
поставить,0.05097286037990423
сессия,0.05097286037990423
институт,0.05097286037990423
таблетка,0.05097286037990423
повеситься,0.05097286037990423
автоответчик,0.05097286037990423
экзамен,0.05097286037990423
смыться,0.05097286037990423
нюкем,0.05097286037990423
родригеза,0.05097286037990423
послание,0.05097286037990423
родитель,0.05097286037990423
долго,0.05097286037990423
дача,0.05097286037990423
лестница,0.05097286037990423
холодильник,0.05097286037990423
дюк,0.05097286037990423
подъедены,0.05097286037990423
марка,0.05097286037990423
наклеить,0.05097286037990423
пауза,0.05097286037990423
брать,0.04266248867740884
являться,0.04266248867740884
гитарный,0.04266248867740884
выдвигаться,0.04266248867740884
задернуть,0.04266248867740884
француз,0.04266248867740884
элвис,0.04266248867740884
высота,0.04266248867740884
диван,0.04266248867740884
болтаться,0.04266248867740884
забивать,0.04266248867740884
штора,0.04266248867740884
билет,0.04266248867740884
голливуд,0.04266248867740884
автограф,0.04266248867740884
подиум,0.04266248867740884
назвать,0.04266248867740884
просыпаться,0.04266248867740884
разложить,0.04266248867740884
разный,0.04266248867740884
стучаться,0.04266248867740884
соседний,0.04266248867740884
отдышаться,0.04266248867740884
оскар,0.04266248867740884
соло,0.04266248867740884
нижний,0.04266248867740884
рик,0.04266248867740884
ровно,0.04266248867740884
наяву,0.04266248867740884
совершенно,0.04266248867740884
монсеррат,0.04266248867740884
карта,0.04266248867740884
слава,0.04266248867740884
случайно,0.04266248867740884
имя,0.04266248867740884
кабалье,0.04266248867740884
кайф,0.04266248867740884
пресли,0.04266248867740884
сбежать,0.04266248867740884
снова,0.04266248867740884
мартин,0.04266248867740884
многий,0.04266248867740884
братик,0.04033756855460043
решить,0.04033756855460043
рвать,0.04033756855460043
баба,0.04033756855460043
садовод,0.04033756855460043
чудесный,0.04033756855460043
букет,0.04033756855460043
порою,0.04033756855460043
средь,0.04033756855460043
сгинуть,0.04033756855460043
улыбка,0.04033756855460043
целый,0.04033756855460043
довести,0.04033756855460043
начать,0.04033756855460043
лишний,0.04033756855460043
положить,0.04033756855460043
ладно,0.04033756855460043
сходить,0.04033756855460043
переживать,0.04033756855460043
петух,0.04033756855460043
темнота,0.04033756855460043
едва,0.04033756855460043
запеть,0.04033756855460043
подойти,0.04033756855460043
покров,0.04033756855460043
куришь,0.028527588350091986
аутро,0.028527588350091986
зазноба,0.028527588350091986
польша,0.028527588350091986
гуашью,0.028527588350091986
нерв,0.028527588350091986
ночами,0.028527588350091986
ночное,0.028527588350091986
оба,0.028527588350091986
звонок,0.028527588350091986
веко,0.028527588350091986
пять,0.028527588350091986
стрелка,0.028527588350091986
среди,0.028527588350091986
слеза,0.028527588350091986
