text,label,processed_text
Выпью кровушку
За зазнобушку,
Чернобровушку…
Упокой, господи, душу рабы твоея…
Скучно!
9
Не слышно шуму городского,
Над невской башней тишина,
И больше нет городового —
Гуляй, ребята, без вина!
Стоит буржуй на перекрестке
И в воротник упрятал нос.
А рядом жмется шерстью жесткой
Поджавший хвост паршивый пес.
Стоит буржуй, как пес голодный,
Стоит безмолвный, как вопрос.
И старый мир, как пес безродный,
Стоит за ним, поджавши хвост.
10
Разыгралась чтой-то вьюга,
Ой, вьюга́, ой, вьюга́!
Не видать совсем друг друга
За четыре за шага!
Снег воронкой завился,
Снег столбушкой поднялся…
— Ох, пурга какая, спасе!
— Петька! Эй, не завирайся!
От чего тебя упас
Золотой иконостас?
Бессознательный ты, право,
Рассуди, подумай здраво —
Али руки не в крови
Из-за Катькиной любви?
— Шаг держи революцьонный!
Близок враг неугомонный!
Вперед, вперед, вперед,
Рабочий народ!
11
…И идут без имени святого
Все двенадцать — вдаль.
Ко всему готовы,
Ничего не жаль…
Их винтовочки стальные
На незримого врага…
В переулочки глухие,
Где одна пылит пурга…
Да в сугробы пуховые —
Не утянешь сапога…
В очи бьется
Красный флаг.
Раздается
Мерный шаг.
Вот — проснется
Лютый враг…
И вьюга́ пылит им в очи
Дни и ночи
Напролет…
Вперед, вперед,
Рабочий народ!
12
…Вдаль идут державным шагом…
— Кто еще там? Выходи!
Это — ветер с красным флагом
Разыгрался впереди…
Впереди — сугроб холодный,
— Кто в сугробе — выходи!..
Только нищий пес голодный
Ковыляет позади…
— Отвяжись ты, шелудивый,
Я штыком пощекочу!
Старый мир, как пес паршивый,
Провались — поколочу!
…Скалит зубы — волк голодный —
Хвост поджал — не отстает —
Пес холодный — пес безродный…
— Эй, откликнись, кто идет?
— Кто там машет красным флагом?
— Приглядись-ка, эка тьма!
— Кто там ходит беглым шагом,
Хоронясь за все дома?
— Все равно, тебя добуду,
Лучше сдайся мне живьем!
— Эй, товарищ, будет худо,
Выходи, стрелять начнем!
Трах-тах-тах! — И только эхо
Откликается в домах…
Только вьюга долгим смехом
Заливается в снегах…
Трах-тах-тах!
Трах-тах-тах…
…Так идут державным шагом,
Позади — голодный пес,
Впереди — с кровавым флагом,
И за вьюгой, невидим,
И от пули невредим,
Нежной поступью надвьюжной,
Снежной россыпью жемчужной,
В белом венчике из роз —
Впереди — Исус Христос.",1,черный вечер белый снег ветер ветер нога стоить человек ветер ветер весь божий свет завивать ветер белый снежок снежок ледок скользко тяжко всякий ходок скользить бедняжка здание здание протянуть канат канат плакат весь власть учредительный собрание старушка убивается плакать никак понять значить плакат огромный лоскут сколько выйти портянка ребята всякий раздетый разутый старушка курица кой перемотнуться сугроб матушка заступница большевик загнать гроб ветер хлесткий отставать мороз буржуй перекресток воротник упрятать нос это длинный волос говорить вполголоса предатель погибнуть россия должный писатель вития вона долгополый сторонка сугроб нынче невеселый товарищ поп помнить бывало брюхо идти вперед крест сиять брюхо народ вон барыня каракуль подвернуться ужь плакать плакать поскользнуться бац растянуться тяни подымать ветер веселый злой рад крутить подол прохожий сит рвать мять носить большой плакат весь власть учредительный собрание слово доносить собрание это здание обсудить постановить время десять ночь двадцать пять меньше брать пойти спать поздний вечер пустеть улица бродяга сутулиться свистать ветер бедняга подходить поцеловаться хлеб впереди проходить черный черный небо злоба грустный злоба кипеть грудь черный злоба святой злоба товарищ глядеть оба гулять ветер порхать снег идти двенадцать человек винтовка черный ремень круг огонь огонь огонь зуб цыгарк примять картуз спина бубновый туз свобода свобода крест тра холодно товарищ холодный ванька катька кабак керенка чулок ванюшка богатый ванька наш стать солдат ванька сукин сын буржуй попробовать поцелуй свобода свобода крест катька ванька занять занять тра круг огонь огонь огонь оплечь ружейный ремень революционный держать шаг неугомонный дремать враг товарищ винтовка держи трусить пальнуть пуля святой русь кондов избяна толстозадый крест пойти наш ребята красный гвардия служить красный гвардия служить буйн голова сложить горе горький сладкий житие рваный пальтишко австрийский ружье весь буржуям мировой пожар раздуть мировой пожар кровь господь благословить снег крутить лихач кричать ванька катька лететь елекстрический фонарик оглобелек пади шинелишка солдатский физиономия дурацкий крутить крутить черный покручивать пошучивать ванька плечистый ванька речистый катька дура обнимать заговаривать запрокинуться лицо зубок блистать жемчуго катить катя толстоморденький шея катя шрам зажить нож грудь катя царапина свежий поплясать больно ножка хороший кружевной белье ходить походи походить офицер блудить поблудить поблудить поблудить сердце екнуть грудь помнить катя офицер уйти нож аля вспомнить холера али память свежий освежить спать положить гетры серый носить шоколад миньон жрать юнкерье гулять ходить солдатье пойти согрешить легче душа навстречу нестись вскачь лететь вопит орать лихач стой стой андрюха помогать петруха сзаду забегать трах тарарах таха таха таха таха вскрутиться небо снежный прах лихач ванька наутек разок взводить курок трах тарарах знать девочка чужой гулять утек подлец ужо постой расправиться завтра катька мертвый мертвый прострелить голова катька рад лежать падаль снег революцьонный держать шаг неугомонный дремать враг идти двенадцать плечо ружьецо лишь бедный убийца видать лицо весь быстрый быстрый уторапливать шаг замотать платок шея оправиться никак товарищ веселый дружок оторопеть петруха нос повесить катька пожалеть товарищ родные девка любить ночка черный хмельный девка проводить удаль бедовый огневой око родинка пунцовый возле правый плечо загубить бестолковый загубить сгоряча ишь стервец завести шарманка петька баба верно душа наизнанку вздумать вывернуть изволить поддержать свой осанка держать контроль нынче время нянчиться потяжеле бремя товарищ дорогой петруха замедлять торопливый шаг головка вскидав повеселеть позабавиться грех запирайте етаж нынче грабеж отмыкать погреб гулять нынче голытьба горе горький скука скучный смертный ужь времячко провести провести ужь темячко почесать почесать ужь семячка полущить полущить ужь ножичек полоснуть полоснуть лететь буржуй воробышком выпить кровушка зазнобушка чернобровушка упокой господь душа раб твоей скучно слышный шум городской невский башня тишина большой городовой гуляй ребята вино стоить буржуй перекресток воротник упрятать нос рядом жаться шерсть жесткий поджать хвост паршивый пес стоить буржуй пес голодный стоить безмолвный вопрос старый мир пес безродный стоить поджать хвост разыграться чтой вьюга вьюга вьюга видать друг друг четыре шаг снег воронка завиться снег столбушка подняться пурга спас петька завираться упасти золотой иконостас бессознательный право рассуди подумай здраво али рука кровь катькина любовь шаг держать революцьонный близкий враг неугомонный вперед вперед вперед рабочий народ идти имя святой весь двенадцать вдаль весь готовый ничто жаль винтовочка стальной незримого враг переулочек глухой пылить пурга сугроб пуховый утянуть сапог око биться красный флаг раздаваться мерный шаг проснуться лютый враг вьюга пылить око день ночь напролет вперед вперед рабочий народ вдаль идти державный шаг выходи это ветер красный флаг разыграться впереди впереди сугроб холодный сугроб выходить нищий пес голодный ковылять позади отвязаться шелудивый штык пощекотать старый мир пес паршивый провалиться поколочу скалить зуб волк голодный хвост поджать отставать пес холодный пес безродный откликнись идти махать красный флаг приглядеться эка тьма ходить беглый шаг хоронясь весь дом весь равный добуду хороший сдаться живьем товарищ худо выходи стрелять начать трах таха таха эхо откликаться дом вьюга долгий смех заливаться снег трах таха таха трах таха таха идти державный шаг позади голодный пес впереди кровавый флаг вьюга невидимый пуля невредимый нежный поступь надвьюжна снежный россыпь жемчужный белый венчик роза впереди исус христос
"24.Владимир Маяковский - Послушайте!
Послушайте!
Ведь, если звезды зажигают —
значит — это кому-нибудь нужно?
Значит — кто-то хочет, чтобы они были?
Значит — кто-то называет эти плево́чки жемчужиной?
И, надрываясь
в метелях полу́денной пыли,
врывается к богу,
боится, что опоздал,
плачет,
целует ему жилистую руку,
просит —
чтоб обязательно была звезда! —
клянется —
не перенесет эту беззвездную муку!
А после
ходит тревожный,
но спокойный наружно.
Говорит кому-то:
«Ведь теперь тебе ничего?
Не страшно?
Да?!»
Послушайте!
Ведь, если звезды
зажигают —
значит — это кому-нибудь нужно?
Значит — это необходимо,
чтобы каждый вечер
над крышами
загоралась хоть одна звезда?!",1,владимир маяковский послушайте послушать звезда зажигать значить это нужный значить хотеть значит называть плевый чки жемчужина надрываясь метель пол денной пыль врываться бог бояться опоздать плакать целовать жилистый рука просить обязательно звезда клянется перенести беззвездный мука ходить тревожный спокойный наружный говорить ничто страшный послушать звезда зажигать значить это нужный значить это необходимый каждый вечер крыша загоралась звезда
"25.Владимир Маяковский - Облако в штанах
Вместо письма
Дым табачный воздух выел.
Комната —
глава в крученыховском аде.
Вспомни —
за этим окном
впервые
руки твои, исступленный, гладил.
Сегодня сидишь вот,
сердце в железе.
День еще —
выгонишь,
может быть, изругав.
В мутной передней долго не влезет
сломанная дрожью рука в рукав.
Выбегу,
тело в улицу брошу я.
Дикий,
обезумлюсь,
отчаяньем иссеча́сь.
Не надо этого,
дорогая,
хорошая,
дай простимся сейчас.
Все равно
любовь моя —
тяжкая гиря ведь —
висит на тебе,
куда ни бежала б.
Дай в последнем крике выреветь
горечь обиженных жалоб.
Если быка трудом уморят —
он уйдет,
разляжется в холодных водах.
Кроме любви твоей,
мне
нету моря,
а у любви твоей и плачем не вымолишь отдых.
Захочет покоя уставший слон —
царственный ляжет в опожаренном песке.
Кроме любви твоей,
мне
нету солнца,
а я и не знаю, где ты и с кем.
Если б так поэта измучила,
он
любимую на деньги б и славу выменял,
а мне
ни один не радостен звон,
кроме звона твоего любимого имени.
И в пролет не брошусь,
и не выпью яда,
и курок не смогу над виском нажать.
Надо мною,
кроме твоего взгляда,
не властно лезвие ни одного ножа.
Завтра забудешь,
что тебя короновал,
что душу цветущую любовью выжег,
и су́етных дней взметенный карнавал
растреплет страницы моих книжек…
Слов моих сухие листья ли
заставят остановиться,
жадно дыша?
Дай хоть
последней нежностью выстелить
твой уходящий шаг.",1,владимир маяковский облако штаны вместо письмо дым табачный воздух выесть комната глава крученыховский вспомнить это окно впервые рука твой исступленный гладить сегодня сидеть сердце железа день выгнать мочь изругать мутный передний долго влезть сломать дрожь рука рукав выбежать тело улица бросить дикий обезумиться отчаяние иссеча это дорогой хороший дая проститься весь равный любовь тяжкий гиря висеть бежать дать последний крик выреветь горечь обидеть жалоба бык труд уморить уйти разлечься холодный вода кроме любовь твой нету море любовь твой плакать вымолить отдых захотеть покоя устать слон царственный лечь опожаренный песок кроме любовь твой нету солнце знать поэт измучить любимый деньга слава выменять радостный звон кроме звон твой любимый имя пролет броситься выпить курок смочь висок нажать кроме твой взгляд властный лезвие нож завтра забыть короновал душа цветущий любовь выжечь етный день взмести карнавал растрепать страница книжка слово сухой лист заставить остановиться жадно дышать дать последний нежность выстелить твой уходить шаг
"26.Владимир Маяковский - А вы могли бы?
Я сразу смазал карту будня,
плеснувши краску из стакана;
я показал на блюде студня
косые скулы океана.
На чешуе жестяной рыбы
прочёл я зовы новых губ.
А вы
ноктюрн сыграть
могли бы
на флейте водосточных труб?",1,владимир маяковский мочь сразу смазать карта будень плеснувши краска стакан показать блюдо студня косой скула океан чешуе жестяной рыба прочесть зов новый губа ноктюрн сыграть мочь флейта водосточный труба
"27.Владимир Маяковский -Стихи о советском паспорте
Я волком бы
       выгрыз
          бюрократизм.
К мандатам
      почтения нету.
К любым
     чертям с матерями
               катись
любая бумажка.
        Но эту…
По длинному фронту
           купе
              и кают
чиновник
     учтивый движется.
Сдают паспорта,
        и я
          сдаю
мою
  пурпурную книжицу.
К одним паспортам —
           улыбка у рта.
К другим —
      отношение плевое.
С почтеньем
      берут, например,
              паспорта
с двухспальным
        английским левою.
Глазами
    доброго дядю выев,
не переставая
       кланяться,
берут,
   как будто берут чаевые,
паспорт
    американца.
На польский —
        глядят,
            как в афишу коза.
На польский —
        выпяливают глаза
в тугой
    полицейской слоновости —
откуда, мол,
      и что это за
географические новости?
И не повернув
       головы кочан
и чувств
     никаких
          не изведав,
берут,
   не моргнув,
         паспорта датчан
и разных
     прочих
         шведов.
И вдруг,
    как будто
         ожогом,
             рот
скривило
     господину.
Это
  господин чиновник
            берет
мою
  краснокожую паспортину.
Берет —
    как бомбу,
         берет —
             как ежа,
как бритву
      обоюдоострую,
берет,
   как гремучую
          в 20 жал
змею
   двухметроворостую.
Моргнул
     многозначаще
            глаз носильщика,
хоть вещи
     снесет задаром вам.
Жандарм
     вопросительно
             смотрит на сыщика,
сыщик
    на жандарма.
С каким наслажденьем
            жандармской кастой
я был бы
    исхлестан и распят
за то,
   что в руках у меня
            молоткастый,
серпастый
     советский паспорт.
Я волком бы
       выгрыз
          бюрократизм.
К мандатам
      почтения нету.
К любым
     чертям с матерями
               катись
любая бумажка.
        Но эту…
Я
 достаю
     из широких штанин
дубликатом
      бесценного груза.
Читайте,
     завидуйте,
           я —
             гражданин
Советского Союза.",1,владимир маяковский стих советский паспорт волк выгрызть бюрократизм мандат почтение нету любой черт мать катиться любой бумажка длинный фронт купе каюта чиновник учтивый двигаться сдавать паспорт сдавать пурпурный книжица паспорт улыбка рот отношение плевое почтение брать например паспорт двухспальный английский лева глаз добрый дядя выев переставать кланяться брать брать чаевые паспорт американец польский глядеть афиша коза польский выпяливают глаз тугой полицейский слоновость откуда мол это географический новость повернуть голова кочан чувство никакой изведать брать моргнуть паспорт датчанин разный прочий швед ожог рота скривить господин это господин чиновник брать краснокожий паспортина брать бомба брать бритва обоюдоострый брать гремучий жало змея двухметроворостый моргнуть многозначащий глаз носильщик вещь снести задаром жандарм вопросительный смотреть сыщик сыщик жандарм наслаждение жандармский каста исхлестать распять рука молоткастый серпастый советский паспорт волк выгрызть бюрократизм мандат почтение нету любой черт мать катиться любой бумажка доставать широкий штанина дубликат бесценный груз читать завидуйте гражданин советский союз
28.Николай Заболоцкий - Не позволяй душе лениться,1,николай заболоцкий позволять душа лениться
"Не позволяй душе лениться!
Чтоб в ступе воду не толочь,
Душа обязана трудиться
И день и ночь, и день и ночь!
Гони ее от дома к дому,
Тащи с этапа на этап,
По пустырю, по бурелому
Через сугроб, через ухаб!
Не разрешай ей спать в постели
При свете утренней звезды,
Держи лентяйку в черном теле
И не снимай с нее узды!
Коль дать ей вздумаешь поблажку,
Освобождая от работ,
Она последнюю рубашку
С тебя без жалости сорвет.
А ты хватай ее за плечи,
Учи и мучай дотемна,
Чтоб жить с тобой по-человечьи
Училась заново она.
Она рабыня и царица,
Она работница и дочь,
Она обязана трудиться
И день и ночь, и день и ночь!",1,позволять душа лениться ступа вода толочь душа обязать трудиться день ночь день ночь гнать дом дом тащи этап этап пустырь бурелом сугроб ухаб разрешать спать постель свет утренний звезда держать лентяйка черный тело снимать узда коль дать вздумать поблажка освобождать работа последний рубашка жалость сорвать хватать плечо учить мучай дотемна жить человечий учиться заново рабыня царица работница дочь обязать трудиться день ночь день ночь
29.Николай Заболоцкий - Некрасивая девочка,1,николай заболоцкий некрасивый девочка
"Среди других играющих детей
Она напоминает лягушонка.
Заправлена в трусы худая рубашонка,
Колечки рыжеватые кудрей
Рассыпаны, рот длинен, зубки кривы,
Черты лица остры и некрасивы.
Двум мальчуганам, сверстникам её,
Отцы купили по велосипеду.
Сегодня мальчики, не торопясь к обеду,
Гоняют по двору, забывши про неё,
Она ж за ними бегает по следу.
Чужая радость так же, как своя,
Томит её и вон из сердца рвётся,
И девочка ликует и смеётся,
Охваченная счастьем бытия.
Ни тени зависти, ни умысла худого
Ещё не знает это существо.
Ей всё на свете так безмерно ново,
Так живо всё, что для иных мертво!
И не хочу я думать, наблюдая,
Что будет день, когда она, рыдая,
Увидит с ужасом, что посреди подруг
Она всего лишь бедная дурнушка!
Мне верить хочется, что сердце не игрушка,
Сломать его едва ли можно вдруг!
Мне верить хочется, что чистый этот пламень,
Который в глубине её горит,
Всю боль свою один переболит
И перетопит самый тяжкий камень!
И пусть черты её нехороши
И нечем ей прельстить воображенье, —
Младенческая грация души
Уже сквозит в любом её движенье.
А если это так, то что есть красота
И почему её обожествляют люди?
Сосуд она, в котором пустота,
Или огонь, мерцающий в сосуде?",1,среди играть ребенок напоминать лягушонок заправить трус худой рубашонка колечки рыжеватый кудри рассыпать рот длинный зубок кривой черта лицо остры некрасивы мальчуган сверстник отец купить велосипед сегодня мальчик торопиться обед гонять двор забывши бегать след чужой радость свой томить вон сердце рваться девочка ликовать смеется охватить счастие бытие тень зависть умысел худой знать это существо весь свет безмерный ново живо весь иной мертво хотеть думать наблюдать день рыдать увидеть ужас посреди подруга лишь бедный дурнушка верить хотеться сердце игрушка сломать едва верить хотеться чистый пламень который глубина гореть весь боль свой переболеть перетопить самый тяжкий камень пусть черта нехороши нечего прельстить воображение младенческий грация душа сквозить любой движение это красота почему обожествлять человек сосуд который пустота огонь мерцать сосуд
"30.Николай Заболоцкий - О красоте человеческих лиц
Есть лица, подобные пышным порталам,
Где всюду великое чудится в малом.
Есть лица — подобия жалких лачуг,
Где варится печень и мокнет сычуг.
Иные холодные, мертвые лица
Закрыты решетками, словно темница.
Другие — как башни, в которых давно
Никто не живет и не смотрит в окно.
Но малую хижинку знал я когда-то,
Была неказиста она, небогата,
Зато из окошка ее на меня
Струилось дыханье весеннего дня.
Поистине мир и велик и чудесен!
Есть лица — подобья ликующих песен.
Из этих, как солнце, сияющих нот
Составлена песня небесных высот.",1,николай заболоцкий красота человеческий лицо лицо подобный пышный портал всюду великий чудиться малый лицо подобие жалкий лачуга вариться печень мокнет сычуг иной холодный мертвый лицо закрыть решетка словно темница башня который давно никто жить смотреть окно малый хижинка знать неказистый небогатый зато окошко струиться дыхание весенний день поистине мир большой чудесный лицо подобие ликующий песня солнце сиять нота составить песня небесный высота
